,country,Year,gdp_usd
10861,Madagascar,2018,13760033282.2925
10862,Madagascar,2017,13176313593.5509
10863,Madagascar,2016,11848613858.442
10864,Madagascar,2015,11323020701.3017
10920,Malawi,2024,11316411329.4619
10921,Malawi,2023,13363669672.9405
10922,Malawi,2022,12429059928.102
10923,Malawi,2021,12378119199.0839
10924,Malawi,2020,11769313597.8545
10925,Malawi,2019,11051852712.6142
10926,Malawi,2018,9879220354.29186
10927,Malawi,2017,8943543793.5839
10928,Malawi,2016,7909868618.46366
10929,Malawi,2015,9219474379.31534
10985,Malaysia,2024,422227005428.688
10986,Malaysia,2023,399949418752.657
10987,Malaysia,2022,407830525989.553
10988,Malaysia,2021,373784553029.978
10989,Malaysia,2020,337456163961.211
10990,Malaysia,2019,365177721021.516
10991,Malaysia,2018,358788845712.53
10992,Malaysia,2017,319109094160.343
10993,Malaysia,2016,301256033870.334
10994,Malaysia,2015,301355266964.947
11050,Maldives,2024,7061608267.25451
11051,Maldives,2023,6621008703.95743
11052,Maldives,2022,6177123352.26211
11053,Maldives,2021,5252457369.55218
11054,Maldives,2020,3712604583.36665
11055,Maldives,2019,5726094799.37709
11056,Maldives,2018,5404344162.69888
11057,Maldives,2017,4816426256.52914
11058,Maldives,2016,4409942623.85538
11059,Maldives,2015,4129505319.12921
11115,Mali,2024,26794747239.8805
11116,Mali,2023,24813860598.5307
11117,Mali,2022,22539987718.7642
11118,Mali,2021,22999245262.6719
11119,Mali,2020,20698560938.7775
11120,Mali,2019,20477421884.5414
11121,Mali,2018,20368015381.2413
11122,Mali,2017,18308362040.0521
11123,Mali,2016,16743796799.8329
11124,Mali,2015,15583181170.4105
11180,Malta,2024,24971574502.4475
11181,Malta,2023,22610561526.1461
11182,Malta,2022,18928276162.4131
11183,Malta,2021,19739875611.4902
11184,Malta,2020,16404663226.4598
11185,Malta,2019,16337793530.7322
11186,Malta,2018,16153779510.9928
11187,Malta,2017,14161366724.1955
11188,Malta,2016,12025782834.1534
11189,Malta,2015,11340795042.0881
11245,Marshall Islands,2024,290108489.990234
11246,Marshall Islands,2023,263761322.021484
11247,Marshall Islands,2022,258723510.742188
11248,Marshall Islands,2021,261245544.433594
11249,Marshall Islands,2020,241800000.0
11250,Marshall Islands,2019,232900000.0
11251,Marshall Islands,2018,220000000.0
11252,Marshall Islands,2017,213700000.0
11253,Marshall Islands,2016,201800000.0
11254,Marshall Islands,2015,183700000.0
11310,Mauritania,2024,10908045686.8808
11311,Mauritania,2023,10726838461.3987
11312,Mauritania,2022,9557966698.25369
11313,Mauritania,2021,9222536364.01272
11314,Mauritania,2020,8260752385.23089
11315,Mauritania,2019,7894764885.82312
11316,Mauritania,2018,7473550557.07378
11317,Mauritania,2017,6800135898.28827
11318,Mauritania,2016,6398747592.13185
11319,Mauritania,2015,6166863896.68677
11375,Mauritius,2024,14937861786.17
11376,Mauritius,2023,14072212290.4596
11377,Mauritius,2022,12936444123.3037
11378,Mauritius,2021,11622048696.8129
11379,Mauritius,2020,11566111137.5568
11380,Mauritius,2019,14645235204.6176
11381,Mauritius,2018,14957535715.9696
11382,Mauritius,2017,13896938315.2799
11383,Mauritius,2016,12757680846.5663
11384,Mauritius,2015,12162211503.0793
11440,Mexico,2024,1856365616165.94
11441,Mexico,2023,1798317581486.88
11442,Mexico,2022,1466934724293.06
11443,Mexico,2021,1316569466685.95
11444,Mexico,2020,1121064767308.42
11445,Mexico,2019,1304106203902.45
11446,Mexico,2018,1256300182879.73
11447,Mexico,2017,1190721475906.0
11448,Mexico,2016,1112233497452.7
11449,Mexico,2015,1213294467716.88
11505,"Micronesia, Fed. Sts.",2024,471425099.488675
11506,"Micronesia, Fed. Sts.",2023,441469400.0
11507,"Micronesia, Fed. Sts.",2022,415956900.0
11508,"Micronesia, Fed. Sts.",2021,391601900.0
11509,"Micronesia, Fed. Sts.",2020,372902700.0
11510,"Micronesia, Fed. Sts.",2019,394000000.0
11511,"Micronesia, Fed. Sts.",2018,392000000.0
11512,"Micronesia, Fed. Sts.",2017,359000000.0
11513,"Micronesia, Fed. Sts.",2016,325000000.0
11514,"Micronesia, Fed. Sts.",2015,310175057.802073
11570,Moldova,2024,18200340853.6517
11571,Moldova,2023,16711906746.2133
11572,Moldova,2022,14525337523.7271
11573,Moldova,2021,13691869264.0794
11574,Moldova,2020,11530746234.4492
11575,Moldova,2019,11736797054.6965
11576,Moldova,2018,11252353420.8798
11577,Moldova,2017,9514404016.20949
11578,Moldova,2016,7980917075.7748
11579,Moldova,2015,7797667196.73087
11635,Monaco,2024,11125783372.4794
11636,Monaco,2023,10003892565.2005
11637,Monaco,2022,8800430486.17137
11638,Monaco,2021,8623242743.29564
11639,Monaco,2020,6730736282.78961
11640,Monaco,2019,7383496254.23721
11641,Monaco,2018,7184333936.01355
11642,Monaco,2017,6430254652.58934
11643,Monaco,2016,6471290793.55029
11644,Monaco,2015,6264756528.37691
11700,Mongolia,2024,23794540024.5132
11701,Mongolia,2023,20325121393.9074
11702,Mongolia,2022,17146471713.748
11703,Mongolia,2021,15286441737.6686
11704,Mongolia,2020,13312981429.0891
11705,Mongolia,2019,14206359017.5143
11706,Mongolia,2018,13178094720.4986
11707,Mongolia,2017,11480847740.736
11708,Mongolia,2016,11181350649.3573
11709,Mongolia,2015,11619892590.6941
11765,Montenegro,2024,8270016670.86774
11766,Montenegro,2023,7644389159.84471
11767,Montenegro,2022,6251215144.13471
11768,Montenegro,2021,5823715809.63286
11769,Montenegro,2020,4723571497.76347
11770,Montenegro,2019,5483476883.4658
11771,Montenegro,2018,5433467174.79183
11772,Montenegro,2017,4803962015.62122
11773,Montenegro,2016,4357469330.46719
11774,Montenegro,2015,4010885990.83986
11830,Morocco,2024,160610994054.734
11831,Morocco,2023,146036093666.762
11832,Morocco,2022,131245312804.483
11833,Morocco,2021,142022058447.231
11834,Morocco,2020,121353645057.144
11835,Morocco,2019,128920266409.458
11836,Morocco,2018,127341147581.818
11837,Morocco,2017,118540573367.844
11838,Morocco,2016,111572947004.917
11839,Morocco,2015,110413823841.592
11895,Mozambique,2024,22745341305.0622
11896,Mozambique,2023,20921079532.6094
11897,Mozambique,2022,18883528581.3734
11898,Mozambique,2021,16168055475.4449
11899,Mozambique,2020,14235420174.1884
11900,Mozambique,2019,15512759046.672
11901,Mozambique,2018,15017358952.8452
11902,Mozambique,2017,13264640645.7768
11903,Mozambique,2016,12069051237.1711
11904,Mozambique,2015,16208985769.615
11960,Myanmar,2024,74068349523.8095
11961,Myanmar,2023,66757619000.0
11962,Myanmar,2022,62253049903.28
11963,Myanmar,2021,66345291149.4433
11964,Myanmar,2020,79006113670.2831
11965,Myanmar,2019,75065106243.3578
11966,Myanmar,2018,67860515993.1186
11967,Myanmar,2017,66053040475.0257
11968,Myanmar,2016,63298361983.5653
11969,Myanmar,2015,59607290408.4359
12025,Namibia,2024,13372354511.716
12026,Namibia,2023,12408271449.2244
12027,Namibia,2022,12569449123.3661
12028,Namibia,2021,12402486183.6396
12029,Namibia,2020,10583748541.5258
12030,Namibia,2019,12541928303.48
12031,Namibia,2018,13682019076.4022
12032,Namibia,2017,12895153370.9132
12033,Namibia,2016,10722018732.0936
12034,Namibia,2015,11335161083.5061
12090,Nauru,2024,162588620.632234
12091,Nauru,2023,151435609.578807
12092,Nauru,2022,152373433.909474
12093,Nauru,2021,175390280.69162
12094,Nauru,2020,124685688.161094
12095,Nauru,2019,125160115.547819
12096,Nauru,2018,130995566.30391
12097,Nauru,2017,109355638.866955
12098,Nauru,2016,97541943.0355053
12099,Nauru,2015,84863440.5801997
12155,Nepal,2024,42914268286.7109
12156,Nepal,2023,41047772331.0994
12157,Nepal,2022,41182939600.6209
12158,Nepal,2021,36924841394.2605
12159,Nepal,2020,33433659301.2466
12160,Nepal,2019,34186180699.0255
12161,Nepal,2018,33111525237.149
12162,Nepal,2017,28971588940.364
12163,Nepal,2016,24524109483.5293
12164,Nepal,2015,24360801286.7638
12220,Netherlands,2024,1214927698572.66
12221,Netherlands,2023,1135475867551.0
12222,Netherlands,2022,1046540797548.64
12223,Netherlands,2021,1054472123449.6
12224,Netherlands,2020,932560861701.17
12225,Netherlands,2019,928903005576.469
12226,Netherlands,2018,929733599796.862
12227,Netherlands,2017,848233537845.884
12228,Netherlands,2016,797163949289.885
12229,Netherlands,2015,775743675302.734
12285,New Caledonia,2024,8548919387.12607
12286,New Caledonia,2023,9769167530.35744
12287,New Caledonia,2022,9623318718.31459
12288,New Caledonia,2021,10071349663.8484
12289,New Caledonia,2020,9454629467.91408
12290,New Caledonia,2019,9475655324.59495
12291,New Caledonia,2018,9896402283.68587
12292,New Caledonia,2017,9174048681.98577
12293,New Caledonia,2016,8724568954.89799
12294,New Caledonia,2015,8738203074.3957
12350,New Zealand,2024,260172385097.616
12351,New Zealand,2023,255194972673.122
12352,New Zealand,2022,249509991440.438
12353,New Zealand,2021,253977931814.967
12354,New Zealand,2020,213029554653.687
12355,New Zealand,2019,213006341101.869
12356,New Zealand,2018,211985631173.205
12357,New Zealand,2017,206745969246.073
12358,New Zealand,2016,189100085275.23
12359,New Zealand,2015,178224167087.99
12415,Nicaragua,2024,19693982967.5926
12416,Nicaragua,2023,17805842283.8725
12417,Nicaragua,2022,15634572502.2294
12418,Nicaragua,2021,14209020361.8508
12419,Nicaragua,2020,12726422432.4868
12420,Nicaragua,2019,12699023614.245
12421,Nicaragua,2018,13025221974.232
12422,Nicaragua,2017,13785893007.4769
12423,Nicaragua,2016,13286093388.4752
12424,Nicaragua,2015,12756696261.0676
12480,Niger,2024,19876128485.7857
12481,Niger,2023,16698786977.59
12482,Niger,2022,15433852712.2963
12483,Niger,2021,14915002436.069
12484,Niger,2020,13744653103.058
12485,Niger,2019,12889555561.2299
12486,Niger,2018,12837307496.8821
12487,Niger,2017,11185104251.6943
12488,Niger,2016,10398861981.7583
12489,Niger,2015,9683867926.44282
12545,Nigeria,2024,252261880141.151
12546,Nigeria,2023,487387801880.597
12547,Nigeria,2022,646950257577.814
12548,Nigeria,2021,609147716972.859
12549,Nigeria,2020,598586817819.073
12550,Nigeria,2019,668219992691.462
12551,Nigeria,2018,421739251509.08
12552,Nigeria,2017,375745731053.427
12553,Nigeria,2016,404649125252.16
12554,Nigeria,2015,493026682800.63
12610,North Macedonia,2024,16951682245.4202
12611,North Macedonia,2023,15855131188.9092
12612,North Macedonia,2022,13932436550.0883
12613,North Macedonia,2021,14000283827.0154
12614,North Macedonia,2020,12361036913.8409
12615,North Macedonia,2019,12606338448.547
12616,North Macedonia,2018,12683068114.2388
12617,North Macedonia,2017,11307067069.6658
12618,North Macedonia,2016,10672467073.2873
12619,North Macedonia,2015,10064519962.5655
12675,Northern Mariana Islands,2024,
12676,Northern Mariana Islands,2023,
12677,Northern Mariana Islands,2022,1096000000.0
12678,Northern Mariana Islands,2021,914000000.0
12679,Northern Mariana Islands,2020,866000000.0
12680,Northern Mariana Islands,2019,1179000000.0
12681,Northern Mariana Islands,2018,1301000000.0
12682,Northern Mariana Islands,2017,1560000000.0
12683,Northern Mariana Islands,2016,1230000000.0
12684,Northern Mariana Islands,2015,910000000.0
12740,Norway,2024,483592648313.301
12741,Norway,2023,482949731776.587
12742,Norway,2022,596297651035.798
12743,Norway,2021,503367986030.268
12744,Norway,2020,367633418886.627
12745,Norway,2019,408742840909.091
12746,Norway,2018,439788625883.8
12747,Norway,2017,401745275035.261
12748,Norway,2016,370956547619.048
12749,Norway,2015,388159512245.53
12805,Oman,2024,107137198769.386
12806,Oman,2023,106174708036.51
12807,Oman,2022,109852795838.752
12808,Oman,2021,87323797139.1417
12809,Oman,2020,75909492847.8544
12810,Oman,2019,88060858257.4772
12811,Oman,2018,91505851755.5267
12812,Oman,2017,80856697009.1027
12813,Oman,2016,75128738621.5865
12814,Oman,2015,78710793237.9714
12870,Pakistan,2024,371570000121.266
12871,Pakistan,2023,336686348609.266
12872,Pakistan,2022,374890295666.694
12873,Pakistan,2021,348516647445.148
12874,Pakistan,2020,300425609817.981
12875,Pakistan,2019,320909472770.669
12876,Pakistan,2018,356128166704.921
12877,Pakistan,2017,339205534861.1
12878,Pakistan,2016,313630000130.435
12879,Pakistan,2015,299963590534.773
12935,Palau,2024,
12936,Palau,2023,276733062.744141
12937,Palau,2022,243826812.744141
12938,Palau,2021,231343460.083008
12939,Palau,2020,261688507.080078
12940,Palau,2019,282041290.283203
12941,Palau,2018,287998352.050781
12942,Palau,2017,292148590.087891
12943,Palau,2016,305227020.263672
12944,Palau,2015,287057525.634766
13000,Panama,2024,86523959131.7472
13001,Panama,2023,83812155244.3352
13002,Panama,2022,76479304470.9375
13003,Panama,2021,67396392506.2378
13004,Panama,2020,57059846521.5327
13005,Panama,2019,69778991192.5571
13006,Panama,2018,67316471181.2488
13007,Panama,2017,64327688826.3137
13008,Panama,2016,59760858717.8359
13009,Panama,2015,55767806073.1781
13065,Papua New Guinea,2024,31800428265.5246
13066,Papua New Guinea,2023,30816367066.9594
13067,Papua New Guinea,2022,31653185952.609
13068,Papua New Guinea,2021,26109413521.3117
13069,Papua New Guinea,2020,23848447849.6081
13070,Papua New Guinea,2019,24750626029.8777
13071,Papua New Guinea,2018,24109780708.0268
13072,Papua New Guinea,2017,22742699138.356
13073,Papua New Guinea,2016,20758876952.6232
13074,Papua New Guinea,2015,21723437010.0982
13130,Paraguay,2024,44458118397.4445
13131,Paraguay,2023,43118053174.5461
13132,Paraguay,2022,41952910858.0846
13133,Paraguay,2021,39950899938.7474
13134,Paraguay,2020,35432178068.1756
13135,Paraguay,2019,37925338329.156
13136,Paraguay,2018,40225448340.6341
13137,Paraguay,2017,38997129473.5613
13138,Paraguay,2016,36089700222.9546
13139,Paraguay,2015,36211447840.1027
13195,Peru,2024,289221969062.941
13196,Peru,2023,266958720837.988
13197,Peru,2022,246065570308.155
13198,Peru,2021,226328766459.634
13199,Peru,2020,201409694755.934
13200,Peru,2019,228346006003.648
13201,Peru,2018,222597009739.235
13202,Peru,2017,211007984080.911
13203,Peru,2016,191898104390.379
13204,Peru,2015,189802976285.619
13260,Philippines,2024,461617509782.355
13261,Philippines,2023,437055627244.424
13262,Philippines,2022,404353369604.631
13263,Philippines,2021,394087359848.11
13264,Philippines,2020,361751145451.597
13265,Philippines,2019,376823402239.136
13266,Philippines,2018,346841896587.313
13267,Philippines,2017,328480736802.76
13268,Philippines,2016,318627003016.731
13269,Philippines,2015,306445871242.322
13325,Poland,2024,917767106146.761
13326,Poland,2023,812451193396.143
13327,Poland,2022,695607470875.276
13328,Poland,2021,689170230665.35
13329,Poland,2020,605914237903.742
13330,Poland,2019,602683770144.88
13331,Poland,2018,594616687350.017
13332,Poland,2017,528356676667.211
13333,Poland,2016,473259583969.643
13334,Poland,2015,480054118583.367
13390,Portugal,2024,313271185085.102
13391,Portugal,2023,292323800948.839
13392,Portugal,2022,256898677175.024
13393,Portugal,2021,256055879091.139
13394,Portugal,2020,229618773422.577
13395,Portugal,2019,240115970063.019
13396,Portugal,2018,242092894542.888
13397,Portugal,2017,220862990767.229
13398,Portugal,2016,206305431241.638
13399,Portugal,2015,199038523119.639
13455,Puerto Rico (US),2024,126029527033.705
13456,Puerto Rico (US),2023,118478754280.882
13457,Puerto Rico (US),2022,113843700000.0
13458,Puerto Rico (US),2021,106426600000.0
13459,Puerto Rico (US),2020,103130900000.0
13460,Puerto Rico (US),2019,105126400000.0
13461,Puerto Rico (US),2018,100958100000.0
13462,Puerto Rico (US),2017,103445500000.0
13463,Puerto Rico (US),2016,104336700000.0
13464,Puerto Rico (US),2015,103375500000.0
13520,Qatar,2024,219162637362.637
13521,Qatar,2023,217308516483.516
13522,Qatar,2022,235709340659.341
13523,Qatar,2021,179732142857.143
13524,Qatar,2020,144411538461.538
13525,Qatar,2019,176371428571.429
13526,Qatar,2018,183335164835.165
13527,Qatar,2017,161099175824.176
13528,Qatar,2016,151732142857.143
13529,Qatar,2015,161739835164.835
13585,Romania,2024,382564217988.866
13586,Romania,2023,347757995758.914
13587,Romania,2022,295319437556.988
13588,Romania,2021,285071280114.469
13589,Romania,2020,250625048303.578
13590,Romania,2019,250080428511.595
13591,Romania,2018,241791427223.903
13592,Romania,2017,210147385855.419
13593,Romania,2016,185290759248.844
13594,Romania,2015,177885131240.315
13650,Russian Federation,2024,2173835806671.66
13651,Russian Federation,2023,2071505725030.58
13652,Russian Federation,2022,2291612121334.64
13653,Russian Federation,2021,1829186719575.1
13654,Russian Federation,2020,1493075894362.14
13655,Russian Federation,2019,1693115002708.32
13656,Russian Federation,2018,1657328773461.31
13657,Russian Federation,2017,1574199360089.0
13658,Russian Federation,2016,1276786350881.14
13659,Russian Federation,2015,1363482182197.71
13715,Rwanda,2024,14251642235.0968
13716,Rwanda,2023,14331722703.4134
13717,Rwanda,2022,13316161002.3912
13718,Rwanda,2021,11078787090.1564
13719,Rwanda,2020,10174386856.6101
13720,Rwanda,2019,10349300276.7623
13721,Rwanda,2018,9637904520.86283
13722,Rwanda,2017,9252833891.40871
13723,Rwanda,2016,8695272057.91798
13724,Rwanda,2015,8543760199.80208
13780,Samoa,2024,1175749785.65113
13781,Samoa,2023,1044909500.02527
13782,Samoa,2022,889554711.842341
13783,Samoa,2021,859724936.05765
13784,Samoa,2020,868884902.953089
13785,Samoa,2019,912950466.064906
13786,Samoa,2018,878448433.404342
13787,Samoa,2017,884844384.463214
13788,Samoa,2016,843924796.697421
13789,Samoa,2015,824150498.653536
13845,San Marino,2024,
13846,San Marino,2023,2027527227.831
13847,San Marino,2022,1829211863.9476
13848,San Marino,2021,1855652786.18368
13849,San Marino,2020,1541248248.80727
13850,San Marino,2019,1616340692.28937
13851,San Marino,2018,1655353653.05934
13852,San Marino,2017,1528620346.31168
13853,San Marino,2016,1468343139.74326
13854,San Marino,2015,1419401070.56043
13910,Sao Tome and Principe,2024,822154621.088897
13911,Sao Tome and Principe,2023,690456806.696406
13912,Sao Tome and Principe,2022,540809499.189348
13913,Sao Tome and Principe,2021,524402455.54816
13914,Sao Tome and Principe,2020,471229484.607144
13915,Sao Tome and Principe,2019,412976082.620705
13916,Sao Tome and Principe,2018,383717327.830508
13917,Sao Tome and Principe,2017,322002845.229335
13918,Sao Tome and Principe,2016,292267272.196925
13919,Sao Tome and Principe,2015,259999643.047388
13975,Saudi Arabia,2024,1239804533333.33
13976,Saudi Arabia,2023,1218584533333.33
13977,Saudi Arabia,2022,1239075200000.0
13978,Saudi Arabia,2021,982661066666.667
13979,Saudi Arabia,2020,767951200000.0
13980,Saudi Arabia,2019,888890133333.333
13981,Saudi Arabia,2018,886564800000.0
13982,Saudi Arabia,2017,741266133333.333
13983,Saudi Arabia,2016,689279466666.667
13984,Saudi Arabia,2015,693414400000.0
14040,Senegal,2024,32808056600.9436
14041,Senegal,2023,30696331295.7826
14042,Senegal,2022,27783332222.6759
14043,Senegal,2021,27520784129.7508
14044,Senegal,2020,24530513037.7518
14045,Senegal,2019,23403995992.1354
14046,Senegal,2018,23116701556.1381
14047,Senegal,2017,20996562943.5979
14048,Senegal,2016,19040312333.1864
14049,Senegal,2015,17774766696.1759
14105,Serbia,2024,90097765959.1114
14106,Serbia,2023,81343999280.0179
14107,Serbia,2022,66809895701.2152
14108,Serbia,2021,66159884072.5308
14109,Serbia,2020,55874017668.998
14110,Serbia,2019,53864693664.5568
14111,Serbia,2018,52787520248.9242
14112,Serbia,2017,45972834713.8077
14113,Serbia,2016,42225495909.5633
14114,Serbia,2015,41297410634.9586
14170,Seychelles,2024,2167239562.46013
14171,Seychelles,2023,2187379754.66167
14172,Seychelles,2022,2018346588.73752
14173,Seychelles,2021,1487173794.80528
14174,Seychelles,2020,1382551751.56908
14175,Seychelles,2019,1868690096.73454
14176,Seychelles,2018,1784313926.76807
14177,Seychelles,2017,1675370641.01416
14178,Seychelles,2016,1568513348.14463
14179,Seychelles,2015,1432403352.12944
14235,Sierra Leone,2024,6971127235.3123
14236,Sierra Leone,2023,6415852766.73832
14237,Sierra Leone,2022,7121125277.52542
14238,Sierra Leone,2021,7166931485.49433
14239,Sierra Leone,2020,6688307703.1447
14240,Sierra Leone,2019,6523577594.29408
14241,Sierra Leone,2018,6390514688.52816
14242,Sierra Leone,2017,5749846528.48046
14243,Sierra Leone,2016,6084297211.10217
14244,Sierra Leone,2015,6788352974.78329
14300,Singapore,2024,547386645891.847
14301,Singapore,2023,505439514078.019
14302,Singapore,2022,509017841146.557
14303,Singapore,2021,436591382250.464
14304,Singapore,2020,349165858544.568
14305,Singapore,2019,376161998830.048
14306,Singapore,2018,377123710560.614
14307,Singapore,2017,343673334902.33
14308,Singapore,2016,319646468521.497
14309,Singapore,2015,307998545269.398
14365,Sint Maarten (Dutch part),2024,1797836665.95136
14366,Sint Maarten (Dutch part),2023,1686525953.05006
14367,Sint Maarten (Dutch part),2022,1592564639.32961
14368,Sint Maarten (Dutch part),2021,1353071061.45251
14369,Sint Maarten (Dutch part),2020,1236428100.55866
14370,Sint Maarten (Dutch part),2019,1407880446.92737
14371,Sint Maarten (Dutch part),2018,1259200446.92737
14372,Sint Maarten (Dutch part),2017,1353212122.90503
14373,Sint Maarten (Dutch part),2016,1427017206.70391
14374,Sint Maarten (Dutch part),2015,1417888715.0838
14430,Slovak Republic,2024,140934076532.375
14431,Slovak Republic,2023,133578518423.544
14432,Slovak Republic,2022,115792972358.209
14433,Slovak Republic,2021,120511265913.343
14434,Slovak Republic,2020,107732602896.441
14435,Slovak Republic,2019,105843498304.094
14436,Slovak Republic,2018,106611673364.837
14437,Slovak Republic,2017,95978130734.9766
14438,Slovak Republic,2016,90347173228.6356
14439,Slovak Republic,2015,89178548717.3324
14495,Slovenia,2024,72972015197.3859
14496,Slovenia,2023,69255264238.3855
14497,Slovenia,2022,59899117741.0022
14498,Slovenia,2021,61540813361.8556
14499,Slovenia,2020,53384760135.1581
14500,Slovenia,2019,53909922735.545
14501,Slovenia,2018,53689067639.9176
14502,Slovenia,2017,48153200134.6613
14503,Slovenia,2016,44290685824.0682
14504,Slovenia,2015,42709468274.8137
14560,Solomon Islands,2024,1583964703.75061
14561,Solomon Islands,2023,1506124566.40404
14562,Solomon Islands,2022,1466670929.62333
14563,Solomon Islands,2021,1558312103.84225
14564,Solomon Islands,2020,1536143427.82958
14565,Solomon Islands,2019,1619150563.92084
14566,Solomon Islands,2018,1615473250.25259
14567,Solomon Islands,2017,1469790526.3972
14568,Solomon Islands,2016,1379486290.71433
14569,Solomon Islands,2015,1307908813.59962
14625,"Somalia, Fed. Rep.",2024,11967000000.0
14626,"Somalia, Fed. Rep.",2023,10958000000.0
14627,"Somalia, Fed. Rep.",2022,10203000000.0
14628,"Somalia, Fed. Rep.",2021,9483000000.0
14629,"Somalia, Fed. Rep.",2020,8628000000.0
14630,"Somalia, Fed. Rep.",2019,8656000000.0
14631,"Somalia, Fed. Rep.",2018,7873000000.0
14632,"Somalia, Fed. Rep.",2017,7621501710.0012
14633,"Somalia, Fed. Rep.",2016,6613743069.99912
14634,"Somalia, Fed. Rep.",2015,6152149099.99942
14690,South Africa,2024,401144998373.585
14691,South Africa,2023,381440724491.232
14692,South Africa,2022,407596043067.885
14693,South Africa,2021,419986284375.368
14694,South Africa,2020,337974655408.055
14695,South Africa,2019,389330032224.269
14696,South Africa,2018,405260723892.517
14697,South Africa,2017,381448814653.456
14698,South Africa,2016,323585509674.481
14699,South Africa,2015,346709790458.563
14755,South Sudan,2024,
14756,South Sudan,2023,
14757,South Sudan,2022,
14758,South Sudan,2021,
14759,South Sudan,2020,
14760,South Sudan,2019,
14761,South Sudan,2018,
14762,South Sudan,2017,
14763,South Sudan,2016,
14764,South Sudan,2015,11997800760.2242
14820,Spain,2024,1725671652742.19
14821,Spain,2023,1619481980719.64
14822,Spain,2022,1448850658406.62
14823,Spain,2021,1461244901852.69
14824,Spain,2020,1289783836971.21
14825,Spain,2019,1403496387686.27
14826,Spain,2018,1431642809327.06
14827,Spain,2017,1321754088818.83
14828,Spain,2016,1243015667917.12
14829,Spain,2015,1206164777553.12
14885,Sri Lanka,2024,98963185509.6499
14886,Sri Lanka,2023,83716142582.1945
14887,Sri Lanka,2022,74143020262.8076
14888,Sri Lanka,2021,88556698937.7033
14889,Sri Lanka,2020,84335574581.5072
14890,Sri Lanka,2019,88998706296.5783
14891,Sri Lanka,2018,94450015982.8405
14892,Sri Lanka,2017,94369350285.5814
14893,Sri Lanka,2016,88000211171.5956
14894,Sri Lanka,2015,85090301052.0465
14950,St. Kitts and Nevis,2024,1122388888.88889
14951,St. Kitts and Nevis,2023,1055651851.85185
14952,St. Kitts and Nevis,2022,981429629.62963
14953,St. Kitts and Nevis,2021,858622222.222222
14954,St. Kitts and Nevis,2020,883922222.222222
14955,St. Kitts and Nevis,2019,1107855555.55556
14956,St. Kitts and Nevis,2018,1076548148.14815
14957,St. Kitts and Nevis,2017,1056977777.77778
14958,St. Kitts and Nevis,2016,1006818518.51852
14959,St. Kitts and Nevis,2015,957222222.222222
15015,St. Lucia,2024,2549062962.96296
15016,St. Lucia,2023,2430166666.66667
15017,St. Lucia,2022,2342714814.81481
15018,St. Lucia,2021,1867185185.18518
15019,St. Lucia,2020,1499274074.07407
15020,St. Lucia,2019,2095344444.44444
15021,St. Lucia,2018,2060955555.55556
15022,St. Lucia,2017,1998503703.7037
15023,St. Lucia,2016,1868544444.44444
15024,St. Lucia,2015,1807640740.74074
15080,St. Martin (French part),2024,
15081,St. Martin (French part),2023,
15082,St. Martin (French part),2022,
15083,St. Martin (French part),2021,649206262.847519
15084,St. Martin (French part),2020,
15085,St. Martin (French part),2019,652206037.103874
15086,St. Martin (French part),2018,
15087,St. Martin (French part),2017,
15088,St. Martin (French part),2016,
15089,St. Martin (French part),2015,
15145,St. Vincent and the Grenadines,2024,1157207407.40741
15146,St. Vincent and the Grenadines,2023,1072237037.03704
15147,St. Vincent and the Grenadines,2022,989188888.888889
15148,St. Vincent and the Grenadines,2021,888677777.777778
15149,St. Vincent and the Grenadines,2020,864566666.666667
15150,St. Vincent and the Grenadines,2019,910481481.481481
15151,St. Vincent and the Grenadines,2018,884329629.62963
15152,St. Vincent and the Grenadines,2017,844040740.740741
15153,St. Vincent and the Grenadines,2016,814303703.703704
15154,St. Vincent and the Grenadines,2015,786555555.555555
15210,Sudan,2024,49672435513.1126
15211,Sudan,2023,39898289820.7951
15212,Sudan,2022,51666875363.0963
15213,Sudan,2021,34229513774.9936
15214,Sudan,2020,27034593750.0
15215,Sudan,2019,32338079165.2893
15216,Sudan,2018,32333780383.2924
15217,Sudan,2017,41283617976.1905
15218,Sudan,2016,42630376000.0
15219,Sudan,2015,51726758676.7677
15275,Suriname,2024,4416775112.09627
15276,Suriname,2023,3472693412.08497
15277,Suriname,2022,3791603200.0259
15278,Suriname,2021,3107923197.96954
15279,Suriname,2020,2911807496.20227
15280,Suriname,2019,4016040575.08796
15281,Suriname,2018,3996198866.57453
15282,Suriname,2017,3591679430.99988
15283,Suriname,2016,3317421648.09918
15284,Suriname,2015,5126237646.22072
15340,Sweden,2024,603715224265.798
15341,Sweden,2023,578990915246.07
15342,Sweden,2022,575071237640.921
15343,Sweden,2021,631693331300.776
15344,Sweden,2020,544265668451.678
15345,Sweden,2019,530894124494.418
15346,Sweden,2018,549649344043.182
15347,Sweden,2017,535172356784.769
15348,Sweden,2016,513058312950.939
15349,Sweden,2015,501602351911.6
15405,Switzerland,2024,936564198048.516
15406,Switzerland,2023,894424821645.205
15407,Switzerland,2022,828508926958.393
15408,Switzerland,2021,815309330986.719
15409,Switzerland,2020,741999406005.627
15410,Switzerland,2019,721369112726.724
15411,Switzerland,2018,725568717468.001
15412,Switzerland,2017,695200833086.499
15413,Switzerland,2016,687895460902.713
15414,Switzerland,2015,694118186379.628
